id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
ZWU5CEGO,RLWG,Kitchen,7,7,Yes,"A person is putting food into a pan and cooking it. Smiling, the person walks over to where their laptop is playing a movie. The person begins sitting to watch the movie as their food cooks.",dish;doorway;food;laptop;refrigerator;stove;table;television,"person is cooking on a stove, then pours some liquid into the pot, leaves the room and watch something on a laptop",c147 0.00 18.40;c051 18.60 30.00;c097 15.10 21.40;c132 17.30 30.00;c014 0.70 9.50;c052 22.60 29.30;c119 0.00 3.80;c120 28.50 34.80;c118 11.70 20.20;c143 13.40 21.60;c061 0.80 12.00;c151 15.90 28.60;c063 0.00 10.50;c062 0.00 18.10,33.46,Yes,0XP8L
GHFJEEGO,Y69C,Living room,5,7,Yes,A person is sitting in the recreation room drinking juice as watch television. They start sneezing and as soon as they stop they walk over to a table and pick up some medicine and take it.,chair;cup/glass/bottle;dish;medicine;sitting;sofa/couch;television,GAS,c123 0.00 11.60;c106 3.40 9.70;c154 10.40 17.00;c153 13.20 17.80;c059 0.00 7.80;c129 17.50 17.92;c132 0.00 7.20;c128 14.30 17.92;c118 2.50 13.70;c153 4.50 13.90;c059 10.00 17.92;c129 14.00 17.92,22.62,Yes,AIYFU
XHKJ8EGO,ZSRZ,Laundry room,7,7,Yes,The person was holding a blanket and groceries while sneezing in the laundry room. They placed a bag of groceries on top of the washer/dryer. The person began taking items out of the bag and eating the groceries.,bag;blanket;eating;food;groceries;hair;items;sandwich;something;table;towel,A person is taking items out of a shopping bag and then eating the items.,c034 1.60 7.30;c153 0.00 6.20;c022 3.10 25.46;c020 0.00 7.50;c021 7.90 12.90;c061 27.20 25.46;c009 8.70 14.20;c130 5.40 24.30;c062 10.40 25.46;c023 0.00 5.80;c070 0.00 12.90;c033 0.00 12.70;c063 27.50 25.46;c154 0.00 25.46;c065 0.00 25.46;c144 0.00 25.46,38.04,Yes,
ZRVJ5EGO,4I2W,Hallway,4,4,Yes,"A person runs down the hallway, holding a sandwich. The person takes out their phone and answers it.",food;phone/camera;sandwich;standing,LAPTOP,c018 18.50 24.80;c015 19.40 26.10;c067 2.90 9.70;c149 17.70 24.00;c019 1.90 23.10;c152 14.10 19.90;c061 0.80 30.50,31.46,Yes,B5R5B
J9E5ZEGO,HYKZ,Bedroom,7,7,Yes,"A person walks in holding a broom, shutting the door behind them using the doorknob.  They start tidying up around the bed area.",bed;blanket;broom;door;floor;pillow,MIRROR,c076 30.30 38.60;c102 0.00 20.40;c075 28.80 41.21;c097 3.50 14.20;c008 31.80 36.10;c141 8.00 27.90;c098 12.70 27.90;c127 18.10 24.60,49.71,Yes,1GQAJ
AD6UQEGO,ICRY,Living room,7,5,Yes,"A person is sitting on the sofa and smiling. Then the person walks over to a chair and begins sitting in it, fixing their hair as the person does so.",hair;sofa/couch;table;window,"The person is sitting in a chair looking out of the window with a smile. The person gets up from the chair and walks to the table, pulls a chair out and sits at the table. The person the begins fixing their hair.",c151 9.20 15.90;c059 0.00 8.70;c154 5.20 12.90;c011 11.30 28.46;c152 0.00 10.40;c144 13.00 28.46;c149 0.00 15.90;c123 0.00 11.30,29.92,Yes,7L3DI
5NTGBEGO,UN1T,Bedroom,5,7,Yes,"person is in the bedroom lying on the floor fixing the door, when something in tv grab their attention and stands to watch the tv, sits on the bed and take a picture of the tv with the cellphone.",bed;chair;floor;phone;sofa/couch;television,"A person is lying on the floor, then gets up quickly and records with his phone while sitting on the bed.",c146 0.00 5.70;c124 0.00 5.70;c018 13.50 20.90;c059 12.40 25.00;c132 14.40 25.00;c087 20.10 25.00;c151 11.70 17.60;c015 16.30 25.00;c016 13.60 25.00;c135 14.20 25.00;c123 14.40 25.00;c154 4.30 12.20,29.42,Yes,
RDD9ZEGO,DN1S,Kitchen,6,7,Yes,"A person wakes up on a couch, takes food from a refrigerator, puts some on a shelf and then eats the rest.",box;chair;food;fridge;plate;refrigerator;sofa/couch,"A person is sitting down on a chair, a person is walking, a person opens a fridge and gets a plate out, a person is eating food from plate.",c062 13.80 22.00;c142 16.80 26.70;c042 14.80 24.00;c061 17.20 24.80;c154 15.00 28.60;c143 14.00 25.90;c041 13.30 23.80;c044 18.90 30.00;c040 20.00 30.00;c063 18.50 30.00;c122 24.70 30.00;c043 28.10 30.00;c146 26.80 30.00,37.62,Yes,MWAGL
RX9R0EGO,DN1S,Bedroom,6,7,Yes,A person is watching and laughing at the television.  The person sits on the sofa eating out of a dish.  The person gets up to throw the dish and returns to start washing the window.,chair;dish;food;groceries;laptop;sandwich;sofa/couch;table;television;towel;window,"person is laughing at a video on the television, then sits on a chair to eat a sandwich, grab a towel and start washing the window.",c091 38.60 33.79;c067 14.70 33.79;c119 34.40 33.79;c149 1.30 11.30;c009 37.40 33.79;c118 14.20 33.79;c130 29.60 33.79;c062 29.60 33.79;c154 21.00 29.50;c123 14.90 31.00;c068 13.70 33.79;c120 32.60 33.79;c069 14.20 33.79;c059 10.40 17.10;c151 2.30 12.60;c065 16.90 33.10;c132 5.10 33.79;c131 3.30 11.80;c063 13.90 21.90;c035 15.40 33.79;c152 37.60 33.79;c064 15.70 33.79;c156 19.70 33.79;c061 25.80 33.79;c051 0.00 27.80;c035 32.30 33.79;c064 29.60 33.79;c061 16.20 20.90,50.46,Yes,
HI8X6EGO,ICRY,Closet / Walk-in closet / Spear closet,5,7,Yes,"A person is standing in front of the closet and undressing. They throw the clothes in the closet, take out a vacuum, and walk away smiling.",closet/cabinet;clothes;door;vacuum;wardrobe,the person removed the jacket and shirt and thrown them in to the shelf and walked away from it by holding the bag .,c138 25.60 28.54;c001 7.40 13.90;c008 31.80 28.54;c141 32.00 28.54;c000 18.30 26.60;c137 34.00 28.54;c002 0.70 18.20;c006 3.30 15.30;c113 4.10 16.50;c152 0.30 16.30;c097 31.20 28.54;c155 0.00 28.54,39.08,Yes,MC6J7
ZKAW1EGO,ECGS,Bedroom,6,6,Yes,"person is in the bedroom sitting on a chair drinking coffee and watching videos on its phone, the person stands and go to the wardrobe and take a laptop that is there, then open the laptop and start sneezing.",chair;glass;laptop;phone;sofa/couch;table,"A guy is sitting down drinking out of a mug. He is looking at his phone and then gets up and walks over to a cabinet, opens a draw and pulls out a laptop. He sneezes.",c109 11.80 17.30;c047 16.30 33.42;c051 25.80 33.42;c009 11.80 17.50;c153 24.80 33.42;c050 3.80 12.00;c106 4.30 13.00;c059 1.70 11.80;c107 3.20 11.80;c015 1.50 6.30;c123 0.00 6.80;c017 10.30 15.00;c048 17.50 26.60;c154 8.20 13.50,33.25,Yes,
EIIY0EGO,LYQC,Dining room,5,6,Yes,A person is seen walking past a chair. They then begin sneezing and they sit in the chair with a mirror in their hands,hair;hand;mirror,A person walks to a chair and sneezes then sits down and looks at a mirror they were holding while walking.,c059 19.70 30.71;c096 20.60 30.71;c151 17.10 24.00;c093 0.00 30.71;c153 4.40 11.70;c144 0.00 3.40,30.33,Yes,DC4XY
60FP4EGO,BYF9,Bedroom,6,7,Yes,"A person is awakening and removing a blanket off their body, then putting on  shoes and finally sweeping with a broom in a bedroom.",bed;blanket;broom;floor;shoe,"person is sleeping in a bed snuggling with a blanket, wake up in a bed, put the shoes stands and grab a broom and start sweeping the floor",c100 31.10 30.46;c055 13.80 30.46;c134 0.00 11.40;c127 31.10 30.46;c135 9.30 30.46;c154 25.70 30.46;c146 0.00 10.40;c102 32.50 30.46;c098 30.50 30.46;c054 12.60 30.46;c133 0.00 11.70;c072 0.00 11.70;c071 5.20 11.90,38.92,Yes,SQUX3
N8WUJEGO,7879,Kitchen,7,7,Yes,A person drinks while sitting in a chair. The person then takes some dishes and puts them in the sink.,chair;cup/glass/bottle;dish;sink;table,"Person wears virtual reality glasses while taking a drink, then gets up to place something in the sink.",c118 8.80 14.12;c119 15.60 14.12;c012 8.80 14.12;c110 0.00 10.40;c106 0.70 9.60;c059 0.00 14.12;c120 11.40 14.12;c154 11.40 14.12;c009 10.20 14.12;c011 0.00 14.12;c107 0.00 6.30;c151 0.00 6.30;c121 0.30 7.90,21.04,Yes,RRNDQ
V80OAEGO,UN1T,Dining room,6,7,Yes,a person is running through a doorway with a broom. they use the broom too tidy up in front of a laptop in the dining room. the person then puts the broom down and then sits down in front of the laptop and uses it.,broom;chair;doorway;dust;floor;laptop;table,This person came into the room with a sweeper which she used on the carpet. She then sat down to work on her laptop,c011 33.00 32.54;c151 35.20 32.54;c099 31.80 32.54;c014 33.30 32.54;c059 36.40 32.54;c097 0.00 3.20;c150 2.10 10.70;c100 0.70 8.00;c052 39.10 32.54;c047 38.60 32.54;c010 36.90 32.54;c051 38.10 32.54;c127 7.40 32.54;c011 39.10 32.54;c151 35.20 32.54;c098 0.00 32.54;c102 6.70 32.54,48.25,Yes,
3QKJEEGO,X5EU,Bathroom,6,6,Yes,A person is taking off their shoes and then sits down to work on their laptop.,bathtub;doorway;mirror;phone;shoe,Person holding phone taking video of the bathroom threw shoes down in a bathtub and stood looking at the phone in front of a mirror.,c058 4.60 9.70;c097 0.00 4.80,13.21,Yes,FNPOB
X13AGEGO,ZG1V,Kitchen,4,7,Yes,A person is working on a laptop that is sitting on a counter while smiling and laughing. After closing the laptop they beging tidying some towels on the floor and placing them folded on the refrigerator.,counter;floor;laptop;table;towel,"A person walks to the counter, opens a laptop, types something, closes the laptop.  Then they pick up some towels on the floor, fold them and put them on the counter.",c152 0.00 7.60;c034 18.20 21.17;c037 8.90 21.17;c048 0.00 3.40;c153 1.70 8.40;c127 8.10 21.17;c033 5.00 21.17;c052 0.00 5.00;c009 1.20 21.17;c152 5.80 14.00;c034 8.60 21.17;c046 2.30 7.40;c035 4.40 21.17,23.96,Yes,
NPAUJEGO,OUKK,Recreation room / Man cave,6,7,Yes,"A person opens the door to the recreation room, eating a sandwich. The person sits in a chair, and puts the sandwich away in a plastic bag.",bag;chair;door;floor;food;sandwich,"A person opened a door and walked into a room.  The person had food in his hand and took a bite.  The person walked over to a chair and sat down.  The food was in the person's mouth.  The person picked up a bag and opened it with the hands , dropped the food in and closed it.",c059 8.10 15.70;c008 0.10 6.60;c097 1.80 10.00;c020 16.30 30.75;c006 34.00 30.75;c156 24.10 30.00;c068 24.70 30.75;c061 0.00 30.75;c065 0.00 21.40;c151 8.30 17.40;c024 7.50 27.30;c126 2.20 11.30;c062 4.90 30.00;c067 4.50 21.60;c023 9.00 15.90;c021 18.00 30.75;c156 13.40 30.75,38.04,Yes,4VCHD
4QEYQEGO,ICRY,Bathroom,7,7,Yes,"A person stands in the bathroom holding a bottle of medicine. They place the medicine back on the shelf, close the door, and undress before getting in the shower.",clothes;door;medicine cabinet;mirror;shirt;small object,This person is in a bathroom and is initially examining a small object. He places the small object in the medicine cabinet and then removes his shirt. He then enters the show stall with the remainder of his clothes on.,c008 7.80 14.10;c155 13.50 28.40;c002 13.80 24.00;c000 12.50 18.80;c154 0.00 26.80;c096 0.00 28.20,30.25,Yes,TXAG9
PT5TDEGO,2Q9D,Living room,7,7,Yes,"A person is sitting on their couch holding a pillow, watching TV. Then they get up from the couch, and turn on the light.",chair;light;pillow;sofa;television,"person is sitting on a sofa watching the television and snuggling with a pillow, then stands and turns on a light",c154 19.30 25.20;c132 0.00 22.50;c078 0.00 22.70;c104 26.80 26.92;c077 0.00 26.92;c131 5.40 22.40;c151 20.30 26.92;c104 26.30 26.92;c123 0.00 26.50;c059 0.00 26.50;c076 0.00 26.92;c104 25.10 26.92;c123 18.50 26.92;c059 15.90 26.92;c076 20.00 26.92,33.08,Yes,ES10S
BR4DGEGO,F116,Pantry,5,7,Yes,A person throws a sandwich on a shelf in the pantry and then leaves.,door;food;groceries;sandwich;shelf,A person is holding food. The person opens the door to a pantry and throws the food inside. The person walks away from the pantry and out through a doorway.,c097 0.00 5.00;c067 0.00 3.90;c081 0.50 5.90;c068 0.00 4.40;c130 0.00 4.50;c064 0.10 5.80;c156 0.00 5.70;c061 0.00 7.46;c062 0.20 7.40,10.25,Yes,KJWAH
STMTUEGO,ICRY,Living room,6,7,Yes,A person in a living room is putting dishes into a cabinet while they are holding open a box.,box;closet/cabinet;dish;floor;plates;shelf;table,The person opens a box and holds it while he takes plates from the table and puts them on a shelf.,c118 3.40 10.90;c118 9.60 17.10;c012 2.80 24.70;c040 0.00 28.62;c081 5.10 11.20;c081 10.60 17.60;c119 9.60 20.70;c154 5.10 17.50;c041 2.40 6.80;c120 2.80 11.10;c127 0.00 28.62;c043 6.80 26.70;c113 0.00 28.62;c042 0.30 16.60,28.38,Yes,DP7DG
3SWEQEGO,OUKK,Bedroom,7,7,Yes,A person is sneezing while taking clothes out of the cabinet before undressing.,bed;closet/cabinet;clothes;drawer;dresser,"The person is sneezing, taking clothes out of a dresser drawer, putting them on the bed, and taking their shirt off.",c001 17.00 25.96;c154 5.50 25.96;c004 11.20 23.10;c153 0.00 5.70;c003 2.00 25.60;c000 23.80 25.96;c114 9.50 25.96;c002 4.80 25.96;c155 26.20 25.96;c112 12.30 25.96;c113 0.00 17.80,36.54,Yes,AI4NP
V7HMHEGO,GH5D,Hallway,5,6,Yes,A person is grasping some clothes. The open a door and throw the clothes on the floor.,blanket;clothes;door;floor,A person walks down a hallway while bending down and picking up several pieces of clothing. Then the person opens a door and tosses the clothes inside the room.,c004 0.00 33.46;c008 26.60 33.46;c127 0.00 24.00;c000 0.70 26.10;c003 25.70 32.40;c002 0.00 25.30;c001 27.90 33.46;c154 26.20 33.46;c074 26.20 33.46;c141 25.80 31.30;c126 14.80 25.00,31.42,Yes,CRH69
NNK2TEGO,PKND,Closet / Walk-in closet / Spear closet,5,5,Yes,"A person can laugh in front of a mirror in the hall, A person can dress while holding a bag of groceries in the hallway.",bag;bed;blanket;groceries;hair;mirror,STANDING,c073 10.80 17.60;c020 16.70 30.42;c096 1.40 5.60;c021 11.60 18.10;c130 18.30 29.30;c151 6.30 23.40;c071 12.50 18.70;c094 12.50 22.40;c144 8.30 19.60,31.17,Yes,9GUX4
6GEOPEGO,PKND,Living room,6,6,Yes,"A person walks all the way to the end of a hallway carrying a glass in one hand and two dishes (dinner plates) in the other.  The person suddenly turns around and sets the two plates down on the floor.  Then the person walks all the way to the opposite end of the hallway, taking the glass and setting it down on the floor at that end of the hallway, so the plates are at one end and the glass is at the other.",bed;cup/glass/bottle;dish;door;floor;table,STANDING,c151 28.10 30.21;c118 0.00 6.00;c126 16.00 20.80;c119 16.00 21.20;c120 0.00 3.00;c149 2.90 8.70;c009 16.00 21.20;c141 0.00 30.21;c109 0.00 30.21;c097 0.20 30.21;c008 0.00 30.21;c119 0.00 14.40;c120 0.00 11.20;c149 7.50 30.21;c009 9.00 23.00;c107 2.30 25.10,31.75,Yes,H32FR
TDSF1EGO,BYF9,Home Office / Study (A room in a house used for work),5,7,Yes,"A person is sitting in the study playing a game on their cell phone.  The person picks up a cup of coffee and takes a drink.  After putting down the coffee, the person grabs a pillow and puts it behind their back.",chair;cup;phone;pillow;table,"A person is sitting, a person picks up cup, a person is picked up a pillow, a person drops the phone.",c079 26.90 32.50;c059 0.00 17.10;c107 11.50 25.80;c076 25.90 36.60;c109 21.40 27.40;c106 14.00 19.00;c009 22.00 28.10;c077 27.10 37.50;c011 0.10 18.30;c016 0.80 8.70;c015 0.30 10.20,35.46,Yes,34OT4
573WHEGO,XXN8,Hallway,7,7,Yes,A person is sweeping the hallway the puts the broom down to grasp a book up from a chair. The person begins to read the book and smile.,book;broom;chair;floor,The person starts sweeping and then sits down to flip through a book that was on the chair.,c098 0.00 11.60;c127 0.00 10.80;c099 6.60 11.90;c029 11.40 21.20;c115 10.00 26.20;c030 9.30 15.80;c027 10.20 16.90;c059 13.10 26.70;c149 11.90 27.10;c032 10.80 27.50;c060 22.80 27.83;c117 9.70 15.00;c151 10.60 16.70;c152 23.20 27.83;c100 7.60 16.60;c116 7.40 16.40;c025 20.50 27.40;c102 0.00 11.00;c152 13.80 27.83;c026 10.40 26.40,26.96,Yes,
9N00HEGO,1KPR,Bedroom,7,7,Yes,A person awakens in bed. They sit up and grasp the pillow they had been sleeping with. They get dressed and look out a window.,bed;blanket;clothes;clothing;curtains;pillow;window,"A person wakes up, moves their pillow, gets dressed, then opens the window curtains.",c154 23.80 30.75;c133 0.00 5.30;c146 0.00 5.50;c092 32.20 30.75;c135 4.40 30.70;c002 9.20 15.20;c148 10.60 24.30;c134 0.00 5.80;c090 31.50 30.75;c076 3.90 10.10;c070 20.50 30.75;c000 15.60 25.80,36.58,Yes,OSCS2
JYCLWEGO,PCAA,Kitchen,3,7,Yes,A person is watching a video on their phone and smiling as they lean against the counter. The person walks to the table and sits in a chair and puts on their shoes before they leave the house.,chair;clothes;counter;phone;shoe;table,A person walks into the kitchen and leans on the counter and holds a phone up. A person sets a phone on the table then sits down. A person puts on a pair of shoes then stands up and walks away.,c055 15.90 31.08;c015 1.30 20.10;c087 5.90 14.90;c009 15.20 20.80;c011 15.70 29.70;c152 3.70 14.90;c151 17.60 31.08;c154 26.60 31.08;c148 18.70 30.80;c053 19.00 30.40;c059 16.80 22.50;c056 26.80 31.08;c016 1.30 18.20;c017 13.50 20.50;c057 0.00 19.40,36.88,Yes,
ZAQX9EGO,ICRY,Dining room,7,7,Yes,"A person walks through the doorway, wrapped in a blanket and eating a sandwich. The person takes the blanket off and throws it onto a chair.",blanket;chair;dish;door;food;sandwich,Person walks through the front door into a living room with a blanket around her shoulders; she's holding a sandwich.,c067 9.70 16.60;c071 10.10 18.20;c074 8.60 16.60;c156 3.00 24.60;c065 11.00 25.20;c061 13.00 21.50;c151 13.00 24.10;c072 10.70 22.70;c059 11.00 22.60;c154 9.50 17.50;c067 3.10 11.20;c071 6.40 14.60;c074 14.20 22.80;c156 21.00 27.00;c065 21.70 27.00;c061 0.00 27.00;c141 0.00 4.60;c118 2.90 20.10;c008 0.00 4.00;c097 0.70 5.70;c067 12.10 27.00;c071 5.70 27.00;c074 4.60 27.00,24.92,Yes,DTJ6B
