,Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
201,47262,11898,397.0,[OP070] Catch Disk DI2T,46985,11829,394.68,2.32,P01_R02,6,Picking in front,OP070,R02,P01
202,47862,12049,402.04,[OP070] Catch Bolt B835,47471,11951,398.76,3.28,P01_R02,7,Picking left,OP070,R02,P01
203,48219,12139,405.04,[OP070] Catch Nut ECR8,47990,12082,403.12,1.92,P01_R02,7,Picking left,OP070,R02,P01
204,48976,12330,411.4,[OP070] Place DI2T on P360-2,48281,12155,405.56,5.84,P01_R02,12,Assemble system,OP070,R02,P01
205,49571,12480,416.4,[OP070] Catch P360-1,49081,12356,412.28,4.12,P01_R02,13,Take subsystem,OP070,R02,P01
206,50423,12694,423.56,[OP070] Place ECR8 on DI2T,50085,12609,420.72,2.84,P01_R02,12,Assemble system,OP070,R02,P01
207,50942,12825,427.92,[OP070] Take screwdriver,50762,12779,426.4,1.52,P01_R02,4,Take screwdriver,OP070,R02,P01
208,51133,12873,429.52,[OP070] Screw P360-2 with B835,50966,12831,428.12,1.4,P01_R02,12,Assemble system,OP070,R02,P01
209,51300,12915,430.92,[OP070] Put down screwdriver,51138,12874,429.56,1.36,P01_R02,5,Put down screwdriver,OP070,R02,P01
210,52057,13105,437.28,[OP070] Put down Lower Part,51785,13037,435.0,2.28,P01_R02,14,Put down subsystem,OP070,R02,P01
211,371,94,3.12,[OP010] Consult sheets,200,50,1.68,1.44,P01_R03,2,Consult sheets,OP010,R03,P01
212,710,179,5.96,[OP010] Catch Fixation FIXA1,386,97,3.24,2.72,P01_R03,6,Picking in front,OP010,R03,P01
213,986,248,8.28,[OP010] Catch Fixture key LARD,724,182,6.08,2.2,P01_R03,7,Picking left,OP010,R03,P01
214,1924,484,16.16,[OP010] Place LARD on Profile P360-1,1038,261,8.72,7.44,P01_R03,12,Assemble system,OP010,R03,P01
215,2286,575,19.2,[OP010] Catch Bolt B820,1981,499,16.64,2.56,P01_R03,7,Picking left,OP010,R03,P01
216,3024,761,25.4,[OP010] Place FIXA1 on LARD at 160mm,2515,633,21.12,4.28,P01_R03,12,Assemble system,OP010,R03,P01
217,3286,827,27.6,[OP010] Take measuring rod,3148,792,26.44,1.16,P01_R03,8,Take measuring rod,OP010,R03,P01
218,3653,919,30.68,[OP010] Put down measuring rod,3572,899,30.0,0.68,P01_R03,9,Put down measuring rod,OP010,R03,P01
219,3862,972,32.44,[OP010] Take screwdriver,3658,921,30.72,1.72,P01_R03,4,Take screwdriver,OP010,R03,P01
220,4162,1048,34.96,[OP010] Screw FIXA1 with B820,3872,975,32.52,2.44,P01_R03,12,Assemble system,OP010,R03,P01
221,4372,1100,36.72,[OP010] Put down screwdriver,4167,1049,35.0,1.72,P01_R03,5,Put down screwdriver,OP010,R03,P01
222,5220,1314,43.84,[OP020] Turn sheets,4767,1200,40.04,3.8,P01_R03,3,Turn sheets,OP020,R03,P01
223,5515,1388,46.32,[OP020] Catch Fixture key LARD,5239,1319,44.0,2.32,P01_R03,7,Picking left,OP020,R03,P01
224,5953,1498,50.0,[OP020] Place LARD on P360-1,5524,1391,46.4,3.6,P01_R03,12,Assemble system,OP020,R03,P01
225,6263,1576,52.6,[OP020] Consult sheets,6096,1534,51.2,1.4,P01_R03,2,Consult sheets,OP020,R03,P01
226,6534,1645,54.88,[OP020] Catch Fixation FIXA1,6277,1580,52.72,2.16,P01_R03,6,Picking in front,OP020,R03,P01
227,6748,1699,56.68,[OP020] Catch Bolt B820,6539,1646,54.92,1.76,P01_R03,7,Picking left,OP020,R03,P01
228,7329,1845,61.56,[OP020] Place FIXA1 on LARD at 160mm,6753,1700,56.72,4.84,P01_R03,12,Assemble system,OP020,R03,P01
229,7506,1889,63.04,[OP020] Take screwdriver,7339,1847,61.64,1.4,P01_R03,4,Take screwdriver,OP020,R03,P01
230,7791,1961,65.44,[OP020] Screw FIXA1 with B820,7510,1891,63.08,2.36,P01_R03,12,Assemble system,OP020,R03,P01
231,8149,2051,68.44,[OP020] Put down screwdriver,7796,1962,65.48,2.96,P01_R03,5,Put down screwdriver,OP020,R03,P01
232,8863,2231,74.44,[OP030] Turn sheets,8658,2179,72.72,1.72,P01_R03,3,Turn sheets,OP030,R03,P01
233,9092,2289,76.36,[OP030] Consult sheets,8868,2232,74.48,1.88,P01_R03,2,Consult sheets,OP030,R03,P01
234,9644,2428,81.0,[OP030] Catch Fixture key LARD (x2),9149,2303,76.84,4.16,P01_R03,7,Picking left,OP030,R03,P01
235,10477,2637,88.0,[OP030] Place LARD on P360-1 (x2),9868,2484,82.88,5.12,P01_R03,12,Assemble system,OP030,R03,P01
236,11106,2796,93.28,[OP030] Catch Fixation FIXT (x2),10816,2722,90.84,2.44,P01_R03,6,Picking in front,OP030,R03,P01
237,11392,2868,95.68,[OP030] Place FIXT on LARD (x2),11178,2814,93.88,1.8,P01_R03,12,Assemble system,OP030,R03,P01
238,11801,2971,99.12,[OP030] Catch Pillow block bearing PAL4019 (x2),11544,2906,96.96,2.16,P01_R03,6,Picking in front,OP030,R03,P01
239,12178,3065,102.28,[OP030] Place PAL4019 on FIXT (x2),11811,2973,99.2,3.08,P01_R03,12,Assemble system,OP030,R03,P01
240,12516,3150,105.12,[OP030] Catch Bolt B840 (x2),12216,3075,102.6,2.52,P01_R03,7,Picking left,OP030,R03,P01
241,13273,3341,111.48,[OP030] Take screwdriver,13035,3281,109.48,2.0,P01_R03,4,Take screwdriver,OP030,R03,P01
242,13606,3425,114.28,[OP030] Screw PAL4019 with B820 (x2),13297,3347,111.68,2.6,P01_R03,12,Assemble system,OP030,R03,P01
243,13892,3497,116.68,[OP030] Put down screwdriver,13611,3426,114.32,2.36,P01_R03,5,Put down screwdriver,OP030,R03,P01
244,14807,3727,124.36,[OP030] Catch Fixation FIXT (x2),14421,3630,121.12,3.24,P01_R03,6,Picking in front,OP030,R03,P01
245,15111,3804,126.92,[OP030] Catch Fixture key LARD (x2),14811,3728,124.4,2.52,P01_R03,7,Picking left,OP030,R03,P01
246,15392,3875,129.28,[OP030] Place LARD on P360-1 (x2),15130,3809,127.08,2.2,P01_R03,12,Assemble system,OP030,R03,P01
247,15716,3956,132.0,[OP030] Place FIXT on LARD (x2),15492,3900,130.12,1.88,P01_R03,12,Assemble system,OP030,R03,P01
248,16378,4123,137.56,[OP030] Turn sheets,16107,4054,135.28,2.28,P01_R03,3,Turn sheets,OP030,R03,P01
249,16559,4168,139.08,[OP030] Catch Pillow block bearing PAL4019 (x2),16383,4124,137.60001,1.48,P01_R03,6,Picking in front,OP030,R03,P01
250,16888,4251,141.84,[OP030] Catch Bolt B840 (x2),16564,4169,139.12,2.72,P01_R03,7,Picking left,OP030,R03,P01
251,17488,4402,146.88,[OP030] Place PAL4019 on FIXT (x2),16912,4257,142.03999,4.84,P01_R03,12,Assemble system,OP030,R03,P01
252,17669,4448,148.39999,[OP030] Take screwdriver,17502,4406,147.0,1.4,P01_R03,4,Take screwdriver,OP030,R03,P01
253,18688,4704,156.96001,[OP030] Screw PAL4019 with B820 (x2),17683,4451,148.52,8.44,P01_R03,12,Assemble system,OP030,R03,P01
254,19564,4925,164.32001,[OP030] Put down screwdriver,19369,4876,162.67999,1.64,P01_R03,5,Put down screwdriver,OP030,R03,P01
255,20217,5089,169.8,[OP030] Catch Cover CAPO (x2),19836,4993,166.60001,3.2,P01_R03,6,Picking in front,OP030,R03,P01
256,21588,5434,181.32001,[OP030] Place CAPO on P360-1(x2),20321,5115,170.67999,10.64,P01_R03,12,Assemble system,OP030,R03,P01
257,23236,5849,195.16,[OP030] Put down Profile P360-1,22679,5709,190.48,4.68,P01_R03,14,Put down subsystem,OP030,R03,P01
258,25151,6331,211.24001,[OP040] Consult sheets,24470,6159,205.52,5.72,P01_R03,2,Consult sheets,OP040,R03,P01
259,25736,6478,216.16,[OP040] Catch Bolt B820,25413,6397,213.44,2.72,P01_R03,7,Picking left,OP040,R03,P01
260,25927,6526,217.75999,[OP040] Catch Fixation FIXL,25746,6481,216.24001,1.52,P01_R03,6,Picking in front,OP040,R03,P01
261,26489,6668,222.48,[OP040] Place FIXL on P360-2,25955,6533,218.0,4.48,P01_R03,12,Assemble system,OP040,R03,P01
262,26679,6716,224.08,[OP040] Take screwdriver,26498,6670,222.56,1.52,P01_R03,4,Take screwdriver,OP040,R03,P01
263,26937,6780,226.24001,[OP040] Screw FIXA2 with B820,26703,6722,224.28,1.96,P01_R03,12,Assemble system,OP040,R03,P01
264,27194,6845,228.39999,[OP040] Put down screwdriver,26941,6782,226.28,2.12,P01_R03,5,Put down screwdriver,OP040,R03,P01
265,28484,7170,239.24001,[OP040] Catch Fixation FIXL,28199,7098,236.84,2.4,P01_R03,6,Picking in front,OP040,R03,P01
266,28922,7280,242.92,[OP040] Catch Strap clamps BRIT (x2),28718,7229,241.2,1.72,P01_R03,7,Picking left,OP040,R03,P01
267,29384,7397,246.8,[OP040] Place BRIT1 and BRIT2 on FIXL,28932,7283,243.0,3.8,P01_R03,12,Assemble system,OP040,R03,P01
268,30084,7573,252.67999,[OP040] Catch Bolt B820PT,29675,7470,249.24001,3.44,P01_R03,7,Picking left,OP040,R03,P01
269,30861,7768,259.20001,[OP040] Take screwdriver,30680,7723,257.67999,1.52,P01_R03,4,Take screwdriver,OP040,R03,P01
270,31104,7829,261.23999,[OP040] Screw FIXL with B820PT,30880,7773,259.35999,1.88,P01_R03,12,Assemble system,OP040,R03,P01
271,31370,7896,263.48001,[OP040] Put down screwdriver,31113,7832,261.32001,2.16,P01_R03,5,Put down screwdriver,OP040,R03,P01
272,32256,8119,270.92001,[OP050] Turn sheets,31913,8033,268.04001,2.88,P01_R03,3,Turn sheets,OP050,R03,P01
273,32771,8249,275.23999,[OP050] Catch Strap clamps BRIT (x2),32337,8140,271.60001,3.64,P01_R03,7,Picking left,OP050,R03,P01
274,33552,8446,281.79999,[OP050] Place BRIT1 and BRIT2 on P040,32942,8292,276.67999,5.12,P01_R03,12,Assemble system,OP050,R03,P01
275,34075,8577,286.20001,[OP050] Catch Profile P040,33618,8462,282.35999,3.84,P01_R03,6,Picking in front,OP050,R03,P01
276,34690,8732,291.36,[OP050] Place P040 on P360-2,34094,8582,286.36,5.0,P01_R03,12,Assemble system,OP050,R03,P01
277,34976,8804,293.76,[OP050] Catch Bolt B820PT,34709,8737,291.52,2.24,P01_R03,7,Picking left,OP050,R03,P01
278,35928,9044,301.76,[OP050] Take screwdriver,35718,8991,300.0,1.76,P01_R03,4,Take screwdriver,OP050,R03,P01
279,36247,9124,304.44,[OP050] Screw P040 with B820PT,35942,9047,301.88,2.56,P01_R03,12,Assemble system,OP050,R03,P01
280,36523,9194,306.76,[OP050] Put down screwdriver,36252,9125,304.48,2.28,P01_R03,5,Put down screwdriver,OP050,R03,P01
281,36819,9268,309.24,[OP060] Consult sheets,36552,9201,307.0,2.24,P01_R03,2,Consult sheets,OP060,R03,P01
282,37647,9477,316.2,[OP060] Catch Fixture key LARD,37442,9425,314.48,1.72,P01_R03,7,Picking left,OP060,R03,P01
283,38076,9584,319.8,[OP060] Catch Fixation FIXA1,37828,9522,317.72,2.08,P01_R03,6,Picking in front,OP060,R03,P01
284,38552,9704,323.8,[OP060] Place LARD on P040 (P360-2),38100,9590,320.0,3.8,P01_R03,12,Assemble system,OP060,R03,P01
285,38828,9774,326.12,[OP060] Catch Bolt B820 (x2),38566,9708,323.92,2.2,P01_R03,7,Picking left,OP060,R03,P01
286,39881,10039,334.96,[OP060] Place FIXA1 on P360-2,38976,9811,327.36,7.6,P01_R03,12,Assemble system,OP060,R03,P01
287,40129,10101,337.04,[OP060] Take screwdriver,39890,10041,335.04,2.0,P01_R03,4,Take screwdriver,OP060,R03,P01
288,40667,10237,341.56,[OP060] Screw FIXA1 with B820,40167,10111,337.36,4.2,P01_R03,12,Assemble system,OP060,R03,P01
289,40929,10302,343.76,[OP060] Put down screwdriver,40676,10239,341.64,2.12,P01_R03,5,Put down screwdriver,OP060,R03,P01
290,41910,10549,352.0,[OP060] Turn sheets,41619,10476,349.56,2.44,P01_R03,3,Turn sheets,OP060,R03,P01
291,42076,10591,353.4,[OP060] Consult sheets,41914,10551,352.04,1.36,P01_R03,2,Consult sheets,OP060,R03,P01
292,42281,10643,355.12,[OP060] Catch Fixation FIXA2,42105,10599,353.64,1.48,P01_R03,6,Picking in front,OP060,R03,P01
293,42529,10705,357.2,[OP060] Catch Bolt B820 (x2),42291,10645,355.2,2.0,P01_R03,7,Picking left,OP060,R03,P01
294,42915,10802,360.44,[OP060] Place FIXA2 on P360-2,42538,10708,357.28,3.16,P01_R03,12,Assemble system,OP060,R03,P01
295,43196,10873,362.8,[OP060] Take screwdriver,42948,10811,360.72,2.08,P01_R03,4,Take screwdriver,OP060,R03,P01
296,43462,10940,365.04,[OP060] Screw FIXA2 with B820,43215,10878,362.96,2.08,P01_R03,12,Assemble system,OP060,R03,P01
297,43796,11024,367.84,[OP060] Put down screwdriver,43472,10943,365.12,2.72,P01_R03,5,Put down screwdriver,OP060,R03,P01
298,43991,11073,369.48,[OP070] Consult sheets,43800,11025,367.88,1.6,P01_R03,2,Consult sheets,OP070,R03,P01
299,45067,11344,378.52,[OP070] Catch Disk DI2T,44862,11293,376.8,1.72,P01_R03,6,Picking in front,OP070,R03,P01
300,45448,11440,381.72,[OP070] Catch Nut ECR8,45282,11398,380.32,1.4,P01_R03,7,Picking left,OP070,R03,P01
301,45729,11511,384.08,[OP070] Catch P360-1,45453,11441,381.76,2.32,P01_R03,13,Take subsystem,OP070,R03,P01
302,46177,11624,387.84,[OP070] Place ECR8 on DI2T,45734,11512,384.12,3.72,P01_R03,12,Assemble system,OP070,R03,P01
303,46586,11727,391.28,[OP070] Place DI2T on P360-2,46191,11627,387.96,3.32,P01_R03,12,Assemble system,OP070,R03,P01
304,47710,12010,400.72,[OP070] Catch Bolt B835,47301,11906,397.28,3.44,P01_R03,7,Picking left,OP070,R03,P01
305,48658,12248,408.68,[OP070] Take screwdriver,48420,12188,406.68,2.0,P01_R03,4,Take screwdriver,OP070,R03,P01
306,48887,12306,410.6,[OP070] Screw P360-2 with B835,48672,12252,408.8,1.8,P01_R03,12,Assemble system,OP070,R03,P01
307,49077,12354,412.2,[OP070] Put down screwdriver,48891,12307,410.64,1.56,P01_R03,5,Put down screwdriver,OP070,R03,P01
308,49663,12501,417.12,[OP070] Put down Lower Part,49387,12432,414.8,2.32,P01_R03,14,Put down subsystem,OP070,R03,P01
309,252,64,2.12,[OP010] Turn sheets,29,7,0.24,1.88,P02_R01,3,Turn sheets,OP010,R01,P02
310,786,198,6.6,[OP010] Turn sheets,495,125,4.16,2.44,P02_R01,3,Turn sheets,OP010,R01,P02
311,1719,433,14.44,[OP010] Consult sheets,791,199,6.64,7.8,P02_R01,2,Consult sheets,OP010,R01,P02
312,1976,498,16.6,[OP010] Catch Fixture key LARD,1734,436,14.56,2.04,P02_R01,7,Picking left,OP010,R01,P02
313,2367,596,19.88,[OP010] Catch Fixation FIXA1,2115,532,17.76,2.12,P02_R01,6,Picking in front,OP010,R01,P02
314,2905,731,24.4,[OP010] Catch Bolt B820,2543,640,21.36,3.04,P02_R01,7,Picking left,OP010,R01,P02
315,4043,1018,33.96,[OP010] Place LARD on Profile P360-1,3767,948,31.64,2.32,P02_R01,12,Assemble system,OP010,R01,P02
316,4339,1092,36.44,[OP010] Place FIXA1 on LARD at 160mm,4081,1027,34.28,2.16,P02_R01,12,Assemble system,OP010,R01,P02
317,4581,1153,38.48,[OP010] Take screwdriver,4339,1092,36.44,2.04,P02_R01,4,Take screwdriver,OP010,R01,P02
318,5243,1320,44.04,[OP010] Take measuring rod,5048,1271,42.4,1.64,P02_R01,8,Take measuring rod,OP010,R01,P02
319,5520,1389,46.36,[OP010] Place FIXA1 on LARD at 160mm,5243,1320,44.04,2.32,P02_R01,12,Assemble system,OP010,R01,P02
320,5839,1470,49.04,[OP010] Screw FIXA1 with B820,5624,1416,47.24,1.8,P02_R01,12,Assemble system,OP010,R01,P02
321,6063,1526,50.92,[OP010] Put down measuring rod,5863,1476,49.24,1.68,P02_R01,9,Put down measuring rod,OP010,R01,P02
322,6210,1563,52.16,[OP010] Put down screwdriver,6063,1526,50.92,1.24,P02_R01,5,Put down screwdriver,OP010,R01,P02
323,6729,1694,56.52,[OP020] Turn sheets,6239,1570,52.4,4.12,P02_R01,3,Turn sheets,OP020,R01,P02
324,7015,1766,58.92,[OP020] Consult sheets,6839,1721,57.44,1.48,P02_R01,2,Consult sheets,OP020,R01,P02
325,7439,1873,62.48,[OP020] Catch Bolt B820,7125,1793,59.84,2.64,P02_R01,7,Picking left,OP020,R01,P02
326,7677,1932,64.48,[OP020] Catch Fixation FIXA1,7463,1879,62.68,1.8,P02_R01,6,Picking in front,OP020,R01,P02
327,7915,1992,66.48,[OP020] Catch Fixture key LARD,7677,1932,64.48,2.0,P02_R01,7,Picking left,OP020,R01,P02
328,8487,2136,71.28,[OP020] Place LARD on P360-1,8153,2052,68.48,2.8,P02_R01,12,Assemble system,OP020,R01,P02
329,9153,2304,76.88,[OP020] Take screwdriver,8963,2256,75.28,1.6,P02_R01,4,Take screwdriver,OP020,R01,P02
330,9915,2496,83.28,[OP020] Take measuring rod,9687,2438,81.36,1.92,P02_R01,8,Take measuring rod,OP020,R01,P02
331,10230,2575,85.92,[OP020] Place FIXA1 on LARD at 160mm,9915,2496,83.28,2.64,P02_R01,12,Assemble system,OP020,R01,P02
332,10325,2599,86.72,[OP020] Screw FIXA1 with B820,10230,2575,85.92,0.8,P02_R01,12,Assemble system,OP020,R01,P02
333,10396,2617,87.32,[OP020] Put down measuring rod,10325,2599,86.72,0.6,P02_R01,9,Put down measuring rod,OP020,R01,P02
334,10639,2678,89.36,[OP020] Put down screwdriver,10396,2617,87.32,2.04,P02_R01,5,Put down screwdriver,OP020,R01,P02
335,11134,2803,93.52,[OP030] Consult sheets,10868,2736,91.28,2.24,P02_R01,2,Consult sheets,OP030,R01,P02
336,11411,2872,95.84,[OP030] Catch Bolt B840 (x2),11134,2803,93.52,2.32,P02_R01,7,Picking left,OP030,R01,P02
337,11811,2973,99.2,[OP030] Catch Pillow block bearing PAL4019 (x2),11506,2896,96.64,2.56,P02_R01,6,Picking in front,OP030,R01,P02
338,11992,3019,100.72,[OP030] Catch Pillow block bearing PAL4019 (x2),11811,2973,99.2,1.52,P02_R01,6,Picking in front,OP030,R01,P02
339,12073,3039,101.4,[OP030] Put down component,11992,3019,100.72,0.68,P02_R01,11,Put down component,OP030,R01,P02
340,12335,3105,103.6,[OP030] Catch Bolt B840 (x2),12073,3039,101.4,2.2,P02_R01,7,Picking left,OP030,R01,P02
341,12463,3137,104.68,[OP030] Put down component,12335,3105,103.6,1.08,P02_R01,11,Put down component,OP030,R01,P02
342,12858,3237,108.0,[OP030] Catch Fixture key LARD (x2),12463,3137,104.68,3.32,P02_R01,7,Picking left,OP030,R01,P02
343,13320,3353,111.88,[OP030] Catch Fixation FIXT (x2),13025,3279,109.4,2.48,P02_R01,6,Picking in front,OP030,R01,P02
344,13963,3515,117.28,[OP030] Catch Fixation FIXT (x2),13640,3433,114.56,2.72,P02_R01,6,Picking in front,OP030,R01,P02
345,15635,3936,131.32001,[OP030] Place LARD on P360-1 (x2),15478,3896,130.0,1.32,P02_R01,12,Assemble system,OP030,R01,P02
346,15868,3994,133.28,[OP030] Put down component,15702,3952,131.88,1.4,P02_R01,10,Take component,OP030,R01,P02
347,16140,4063,135.56,[OP030] Take screwdriver,15940,4012,133.88,1.68,P02_R01,4,Take screwdriver,OP030,R01,P02
348,17283,4350,145.16,[OP030] Screw PAL4019 with B820 (x2),16154,4066,135.67999,9.48,P02_R01,12,Assemble system,OP030,R01,P02
349,17449,4392,146.56,[OP030] Put down screwdriver,17311,4358,145.39999,1.16,P02_R01,5,Put down screwdriver,OP030,R01,P02
350,17640,4440,148.16,[OP030] Catch component,17545,4416,147.36,0.8,P02_R01,10,Take component,OP030,R01,P02
351,17911,4509,150.44,[OP030] Turn sheets,17649,4443,148.24001,2.2,P02_R01,3,Turn sheets,OP030,R01,P02
352,18254,4595,153.32001,[OP030] Place LARD on P360-1 (x2),17978,4525,151.0,2.32,P02_R01,12,Assemble system,OP030,R01,P02
353,18673,4700,156.84,[OP030] Catch component,18297,4606,153.67999,3.16,P02_R01,10,Take component,OP030,R01,P02
354,19412,4886,163.03999,[OP030] Take screwdriver,19164,4824,160.96001,2.08,P02_R01,4,Take screwdriver,OP030,R01,P02
355,19488,4905,163.67999,[OP030] Place PAL4019 on FIXT (x2),19412,4886,163.03999,0.64,P02_R01,12,Assemble system,OP030,R01,P02
356,20235,5094,169.96001,[OP030] Screw PAL4019 with B820 (x2),19488,4905,163.67999,6.28,P02_R01,12,Assemble system,OP030,R01,P02
357,20378,5130,171.16,[OP030] Put down screwdriver,20259,5100,170.16,1.0,P02_R01,5,Put down screwdriver,OP030,R01,P02
358,20640,5196,173.36,[OP030] Catch Cover CAPO (x2),20378,5130,171.16,2.2,P02_R01,6,Picking in front,OP030,R01,P02
359,21507,5414,180.64,[OP030] Place CAPO on P360-1(x2),20859,5251,175.2,5.44,P02_R01,12,Assemble system,OP030,R01,P02
360,22026,5544,185.0,[OP030] Turn sheets,21636,5446,181.72,3.28,P02_R01,3,Turn sheets,OP030,R01,P02
361,22126,5570,185.84,[OP030] Consult sheets,22026,5544,185.0,0.84,P02_R01,2,Consult sheets,OP030,R01,P02
362,22883,5760,192.2,[OP030] Put down Profile P360-1,22345,5625,187.67999,4.52,P02_R01,14,Put down subsystem,OP030,R01,P02
363,26227,6602,220.28,[OP040] Catch Fixation FIXA2,25879,6514,217.36,2.92,P02_R01,6,Picking in front,OP040,R01,P02
364,26379,6640,221.56,[OP040] Consult sheets,26227,6602,220.28,1.28,P02_R01,2,Consult sheets,OP040,R01,P02
365,26984,6792,226.64,[OP040] Catch Bolt B820,26646,6707,223.8,2.84,P02_R01,7,Picking left,OP040,R01,P02
366,27327,6879,229.52,[OP040] Take screwdriver,27074,6815,227.39999,2.12,P02_R01,4,Take screwdriver,OP040,R01,P02
367,27798,6997,233.48,[OP040] Place FIXA2 on P360-2,27427,6904,230.36,3.12,P02_R01,12,Assemble system,OP040,R01,P02
368,28160,7089,236.52,[OP040] Screw FIXA2 with B820,27798,6997,233.48,3.04,P02_R01,12,Assemble system,OP040,R01,P02
369,28484,7170,239.24001,[OP040] Put down screwdriver,28160,7089,236.52,2.72,P02_R01,5,Put down screwdriver,OP040,R01,P02
370,29146,7337,244.8,[OP040] Catch Fixation FIXL,28893,7273,242.67999,2.12,P02_R01,6,Picking in front,OP040,R01,P02
371,29898,7526,251.12,[OP040] Consult sheets,29584,7447,248.48,2.64,P02_R01,2,Consult sheets,OP040,R01,P02
372,30213,7605,253.75999,[OP040] Catch Bolt B820,29956,7540,251.60001,2.16,P02_R01,7,Picking left,OP040,R01,P02
373,30613,7706,257.12,[OP040] Take screwdriver,30398,7652,255.32001,1.8,P02_R01,4,Take screwdriver,OP040,R01,P02
374,31356,7893,263.35999,[OP040] Place FIXL on P360-2,31194,7852,262.0,1.36,P02_R01,12,Assemble system,OP040,R01,P02
375,31537,7938,264.88,[OP040] Screw FIXL with B820PT,31356,7893,263.35999,1.52,P02_R01,12,Assemble system,OP040,R01,P02
376,31799,8004,267.07999,[OP040] Put down screwdriver,31537,7938,264.88,2.2,P02_R01,6,Picking in front,OP040,R01,P02
377,32122,8086,269.79999,[OP050] Turn sheets,31818,8009,267.23999,2.56,P02_R01,3,Turn sheets,OP050,R01,P02
378,32389,8153,272.04001,[OP050] Catch Profile P040,32175,8099,270.23999,1.8,P02_R01,6,Picking in front,OP050,R01,P02
379,33008,8309,277.23999,[OP050] Catch Strap clamps BRIT (x2),32503,8182,273.0,4.24,P02_R01,7,Picking left,OP050,R01,P02
380,33908,8535,284.79999,[OP050] Catch Strap clamps BRIT (x2),33661,8473,282.72,2.08,P02_R01,7,Picking left,OP050,R01,P02
381,35013,8814,294.07999,[OP050] Place BRIT1 and BRIT2 on P040,34027,8565,285.79999,8.28,P02_R01,12,Assemble system,OP050,R01,P02
382,35632,8969,299.28,[OP050] Catch Bolt B820PT,35218,8865,295.79999,3.48,P02_R01,7,Picking left,OP050,R01,P02
383,35932,9045,301.79999,[OP050] Take screwdriver,35747,8998,300.23999,1.56,P02_R01,4,Take screwdriver,OP050,R01,P02
384,36928,9295,310.16,[OP050] Place P040 on P360-2,36661,9228,307.92001,2.24,P02_R01,12,Assemble system,OP050,R01,P02
385,37047,9325,311.16,[OP050] Screw P040 with B820PT,36932,9297,310.20001,0.96,P02_R01,12,Assemble system,OP050,R01,P02
